condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
further,536321ddf5d8_14,redantique_0003,cuckoo_0003,pug_0003,sling_0003
further,536321ddf5d8_16,white_0013,bullmastiff_0013,inlay_0013,pigeon_0013
further,536321ddf5d8_18,straight_0022,bluesedan_0022,crow_0022,goldenretriever_0022
further,536321ddf5d8_19,bluesedan_0030,crow_0030,goldenretriever_0030,straight_0030
further,536321ddf5d8_20,bluejay_0021,bluesport_0021,doberman_0021,woven_0021
further,536321ddf5d8_22,bullmastiff_0006,inlay_0006,pigeon_0006,white_0006
further,536321ddf5d8_24,doberman_0007,bluejay_0007,bluesport_0007,woven_0007
further,536321ddf5d8_27,crow_0010,bluesedan_0010,goldenretriever_0010,straight_0010
further,536321ddf5d8_28,goldenretriever_0029,bluesedan_0029,crow_0029,straight_0029
further,536321ddf5d8_29,cuckoo_0034,pug_0034,redantique_0034,sling_0034
further,536321ddf5d8_30,bluesport_0011,bluejay_0011,doberman_0011,woven_0011
further,9e0bfd230b69_1,squat_0033,bloodhound_0033,crow_0033,white_0033
further,9e0bfd230b69_2,tomtit_0034,basset_0034,brown_0034,sling_0034
further,9e0bfd230b69_4,crow_0024,bloodhound_0024,squat_0024,white_0024
further,9e0bfd230b69_6,nightingale_0005,goldenretriever_0005,hatchback_0005,inlay_0005
further,9e0bfd230b69_8,straight_0026,bluesport_0026,pigeon_0026,pug_0026
further,9e0bfd230b69_9,pug_0030,bluesport_0030,pigeon_0030,straight_0030
further,9e0bfd230b69_11,basset_0014,brown_0014,sling_0014,tomtit_0014
further,9e0bfd230b69_14,white_0017,bloodhound_0017,crow_0017,squat_0017
further,9e0bfd230b69_16,inlay_0021,goldenretriever_0021,hatchback_0021,nightingale_0021
further,9e0bfd230b69_17,pigeon_0028,bluesport_0028,pug_0028,straight_0028
further,9e0bfd230b69_18,bluesport_0031,pigeon_0031,pug_0031,straight_0031
further,9e0bfd230b69_19,goldenretriever_0027,hatchback_0027,inlay_0027,nightingale_0027
further,9e0bfd230b69_22,sling_0032,basset_0032,brown_0032,tomtit_0032
further,9e0bfd230b69_23,brown_0039,basset_0039,sling_0039,tomtit_0039
further,9e0bfd230b69_24,hatchback_0038,goldenretriever_0038,inlay_0038,nightingale_0038
further,9e0bfd230b69_30,bloodhound_0037,crow_0037,squat_0037,white_0037
further,750ebe1b7f0b_1,pug_0025,beetle_0025,nightingale_0025,sling_0025
further,750ebe1b7f0b_3,cuckoo_0032,goldenretriever_0032,knob_0032,redantique_0032
further,750ebe1b7f0b_5,weimaraner_0031,pigeon_0031,squat_0031,white_0031
further,750ebe1b7f0b_6,beetle_0038,nightingale_0038,pug_0038,sling_0038
further,750ebe1b7f0b_7,robin_0021,bloodhound_0021,hatchback_0021,woven_0021
further,750ebe1b7f0b_9,bloodhound_0000,hatchback_0000,robin_0000,woven_0000
further,750ebe1b7f0b_10,goldenretriever_0020,cuckoo_0020,knob_0020,redantique_0020
further,750ebe1b7f0b_12,nightingale_0005,beetle_0005,pug_0005,sling_0005
further,750ebe1b7f0b_13,white_0013,pigeon_0013,squat_0013,weimaraner_0013
further,750ebe1b7f0b_17,squat_0014,pigeon_0014,weimaraner_0014,white_0014
further,750ebe1b7f0b_18,woven_0010,bloodhound_0010,hatchback_0010,robin_0010
further,750ebe1b7f0b_20,sling_0034,beetle_0034,nightingale_0034,pug_0034
further,750ebe1b7f0b_26,redantique_0003,cuckoo_0003,goldenretriever_0003,knob_0003
further,750ebe1b7f0b_27,pigeon_0008,squat_0008,weimaraner_0008,white_0008
further,750ebe1b7f0b_29,hatchback_0009,bloodhound_0009,robin_0009,woven_0009
further,750ebe1b7f0b_30,knob_0030,cuckoo_0030,goldenretriever_0030,redantique_0030
further,742d537c3c8d_2,leather_0004,basset_0004,beetle_0004,cuckoo_0004
further,742d537c3c8d_3,bluesedan_0017,bullmastiff_0017,sling_0017,sparrow_0017
further,742d537c3c8d_7,woven_0005,bloodhound_0005,hatchback_0005,robin_0005
further,742d537c3c8d_8,beetle_0036,basset_0036,cuckoo_0036,leather_0036
further,742d537c3c8d_9,pigeon_0037,brown_0037,doberman_0037,inlay_0037
further,742d537c3c8d_11,bloodhound_0012,hatchback_0012,robin_0012,woven_0012
further,742d537c3c8d_12,hatchback_0011,bloodhound_0011,robin_0011,woven_0011
further,742d537c3c8d_13,basset_0016,beetle_0016,cuckoo_0016,leather_0016
further,742d537c3c8d_16,sparrow_0002,bluesedan_0002,bullmastiff_0002,sling_0002
further,742d537c3c8d_17,brown_0020,doberman_0020,inlay_0020,pigeon_0020
further,742d537c3c8d_19,sling_0038,bluesedan_0038,bullmastiff_0038,sparrow_0038
further,742d537c3c8d_21,inlay_0013,brown_0013,doberman_0013,pigeon_0013
further,742d537c3c8d_22,doberman_0007,brown_0007,inlay_0007,pigeon_0007
further,742d537c3c8d_26,cuckoo_0019,basset_0019,beetle_0019,leather_0019
further,742d537c3c8d_28,bullmastiff_0014,bluesedan_0014,sling_0014,sparrow_0014
further,742d537c3c8d_30,robin_0009,bloodhound_0009,hatchback_0009,woven_0009
further,de5ece20c185_1,beetle_0036,basset_0036,inlay_0036,sparrow_0036
further,de5ece20c185_4,redantique_0038,bluejay_0038,goldenretriever_0038,squat_0038
further,de5ece20c185_6,sparrow_0001,basset_0001,beetle_0001,inlay_0001
further,de5ece20c185_7,bluesedan_0008,bullmastiff_0008,pigeon_0008,sling_0008
further,de5ece20c185_9,inlay_0011,basset_0011,beetle_0011,sparrow_0011
further,de5ece20c185_10,basset_0017,beetle_0017,inlay_0017,sparrow_0017
further,de5ece20c185_17,squat_0032,bluejay_0032,goldenretriever_0032,redantique_0032
further,de5ece20c185_19,bluesport_0006,cuckoo_0006,doberman_0006,waiting_0006
further,de5ece20c185_20,bullmastiff_0002,bluesedan_0002,pigeon_0002,sling_0002
further,de5ece20c185_22,doberman_0021,bluesport_0021,cuckoo_0021,waiting_0021
further,de5ece20c185_23,bluejay_0037,goldenretriever_0037,redantique_0037,squat_0037
further,de5ece20c185_24,goldenretriever_0019,bluejay_0019,redantique_0019,squat_0019
further,de5ece20c185_25,sling_0035,bluesedan_0035,bullmastiff_0035,pigeon_0035
further,de5ece20c185_28,waiting_0018,bluesport_0018,cuckoo_0018,doberman_0018
further,de5ece20c185_29,cuckoo_0014,bluesport_0014,doberman_0014,waiting_0014
further,de5ece20c185_31,pigeon_0005,bluesedan_0005,bullmastiff_0005,sling_0005
further,aa28797839b8_2,squat_0001,goldenretriever_0001,sparrow_0001,white_0001
further,aa28797839b8_4,weimaraner_0016,bluesport_0016,crow_0016,waiting_0016
further,aa28797839b8_6,chihuahua_0024,brown_0024,inlay_0024,nightingale_0024
further,aa28797839b8_7,knob_0021,beetle_0021,pigeon_0021,pug_0021
further,aa28797839b8_9,waiting_0033,bluesport_0033,crow_0033,weimaraner_0033
further,aa28797839b8_12,inlay_0014,brown_0014,chihuahua_0014,nightingale_0014
further,aa28797839b8_14,crow_0028,bluesport_0028,waiting_0028,weimaraner_0028
further,aa28797839b8_16,pigeon_0020,beetle_0020,knob_0020,pug_0020
further,aa28797839b8_17,bluesport_0023,crow_0023,waiting_0023,weimaraner_0023
further,aa28797839b8_19,goldenretriever_0010,sparrow_0010,squat_0010,white_0010
further,aa28797839b8_23,beetle_0006,knob_0006,pigeon_0006,pug_0006
further,aa28797839b8_24,nightingale_0036,brown_0036,chihuahua_0036,inlay_0036
further,aa28797839b8_25,sparrow_0034,goldenretriever_0034,squat_0034,white_0034
further,aa28797839b8_28,white_0011,goldenretriever_0011,sparrow_0011,squat_0011
further,aa28797839b8_29,brown_0012,chihuahua_0012,inlay_0012,nightingale_0012
further,aa28797839b8_30,pug_0032,beetle_0032,knob_0032,pigeon_0032
further,bd882d442998_4,waiting_0025,brown_0025,crow_0025,weimaraner_0025
further,bd882d442998_6,weimaraner_0019,brown_0019,crow_0019,waiting_0019
further,bd882d442998_7,redantique_0031,bluejay_0031,chihuahua_0031,inlay_0031
further,bd882d442998_8,robin_0003,doberman_0003,redsport_0003,squat_0003
further,bd882d442998_9,bluejay_0013,chihuahua_0013,inlay_0013,redantique_0013
further,bd882d442998_11,inlay_0028,bluejay_0028,chihuahua_0028,redantique_0028
further,bd882d442998_13,nightingale_0037,bloodhound_0037,bluesedan_0037,straight_0037
further,bd882d442998_14,squat_0024,doberman_0024,redsport_0024,robin_0024
further,bd882d442998_15,straight_0014,bloodhound_0014,bluesedan_0014,nightingale_0014
further,bd882d442998_18,doberman_0020,redsport_0020,robin_0020,squat_0020
further,bd882d442998_20,bloodhound_0021,bluesedan_0021,nightingale_0021,straight_0021
further,bd882d442998_21,crow_0007,brown_0007,waiting_0007,weimaraner_0007
further,bd882d442998_24,brown_0027,crow_0027,waiting_0027,weimaraner_0027
further,bd882d442998_25,redsport_0026,doberman_0026,robin_0026,squat_0026
further,bd882d442998_27,chihuahua_0008,bluejay_0008,inlay_0008,redantique_0008
further,bd882d442998_28,bluesedan_0030,bloodhound_0030,nightingale_0030,straight_0030
further,3a9fe57c5ce2_2,pigeon_0007,doberman_0007,redantique_0007,straight_0007
further,3a9fe57c5ce2_3,inlay_0028,beetle_0028,bullmastiff_0028,robin_0028
further,3a9fe57c5ce2_4,doberman_0009,pigeon_0009,redantique_0009,straight_0009
further,3a9fe57c5ce2_8,sparrow_0018,hatchback_0018,sling_0018,weimaraner_0018
further,3a9fe57c5ce2_10,nightingale_0034,basset_0034,bluesport_0034,woven_0034
further,3a9fe57c5ce2_12,robin_0027,beetle_0027,bullmastiff_0027,inlay_0027
further,3a9fe57c5ce2_14,woven_0021,basset_0021,bluesport_0021,nightingale_0021
further,3a9fe57c5ce2_15,weimaraner_0003,hatchback_0003,sling_0003,sparrow_0003
further,3a9fe57c5ce2_16,straight_0005,doberman_0005,pigeon_0005,redantique_0005
further,3a9fe57c5ce2_17,bluesport_0012,basset_0012,nightingale_0012,woven_0012
further,3a9fe57c5ce2_18,bullmastiff_0020,beetle_0020,inlay_0020,robin_0020
further,3a9fe57c5ce2_19,hatchback_0002,sling_0002,sparrow_0002,weimaraner_0002
further,3a9fe57c5ce2_22,redantique_0030,doberman_0030,pigeon_0030,straight_0030
further,3a9fe57c5ce2_23,basset_0031,bluesport_0031,nightingale_0031,woven_0031
further,3a9fe57c5ce2_28,sling_0011,hatchback_0011,sparrow_0011,weimaraner_0011
further,3a9fe57c5ce2_30,beetle_0038,bullmastiff_0038,inlay_0038,robin_0038
further,76fa38df4345_6,bullmastiff_0022,leather_0022,robin_0022,white_0022
further,76fa38df4345_7,redsport_0037,pug_0037,sling_0037,sparrow_0037
further,76fa38df4345_8,pug_0033,redsport_0033,sling_0033,sparrow_0033
further,76fa38df4345_9,squat_0021,basset_0021,beetle_0021,bluejay_0021
further,76fa38df4345_10,basset_0013,beetle_0013,bluejay_0013,squat_0013
further,76fa38df4345_11,hatchback_0018,bloodhound_0018,inlay_0018,nightingale_0018
further,76fa38df4345_12,leather_0039,bullmastiff_0039,robin_0039,white_0039
further,76fa38df4345_13,inlay_0009,bloodhound_0009,hatchback_0009,nightingale_0009
further,76fa38df4345_15,robin_0005,bullmastiff_0005,leather_0005,white_0005
further,76fa38df4345_16,sparrow_0035,pug_0035,redsport_0035,sling_0035
further,76fa38df4345_22,beetle_0003,basset_0003,bluejay_0003,squat_0003
further,76fa38df4345_23,bluejay_0028,basset_0028,beetle_0028,squat_0028
further,76fa38df4345_28,nightingale_0006,bloodhound_0006,hatchback_0006,inlay_0006
further,76fa38df4345_29,white_0017,bullmastiff_0017,leather_0017,robin_0017
further,76fa38df4345_30,bloodhound_0000,hatchback_0000,inlay_0000,nightingale_0000
further,76fa38df4345_32,sling_0034,pug_0034,redsport_0034,sparrow_0034
further,c4719cacc33e_1,cuckoo_0035,brown_0035,straight_0035,weimaraner_0035
further,c4719cacc33e_4,redantique_0012,pigeon_0012,pug_0012,woven_0012
further,c4719cacc33e_5,straight_0025,brown_0025,cuckoo_0025,weimaraner_0025
further,c4719cacc33e_7,pigeon_0023,pug_0023,redantique_0023,woven_0023
further,c4719cacc33e_11,crow_0011,bluesport_0011,bullmastiff_0011,sling_0011
further,c4719cacc33e_12,bluesport_0037,bullmastiff_0037,crow_0037,sling_0037
further,c4719cacc33e_13,woven_0013,pigeon_0013,pug_0013,redantique_0013
further,c4719cacc33e_15,weimaraner_0006,brown_0006,cuckoo_0006,straight_0006
further,c4719cacc33e_16,sling_0028,bluesport_0028,bullmastiff_0028,crow_0028
further,c4719cacc33e_18,waiting_0005,doberman_0005,nightingale_0005,redsport_0005
further,c4719cacc33e_25,doberman_0009,nightingale_0009,redsport_0009,waiting_0009
further,c4719cacc33e_28,redsport_0032,doberman_0032,nightingale_0032,waiting_0032
further,c4719cacc33e_29,nightingale_0039,doberman_0039,redsport_0039,waiting_0039
further,c4719cacc33e_30,brown_0029,cuckoo_0029,straight_0029,weimaraner_0029
further,c4719cacc33e_31,pug_0019,pigeon_0019,redantique_0019,woven_0019
further,c4719cacc33e_32,bullmastiff_0004,bluesport_0004,crow_0004,sling_0004
further,d47d38cbf130_1,tomtit_0000,basset_0000,bluesedan_0000,squat_0000
further,d47d38cbf130_3,bloodhound_0038,bluesport_0038,robin_0038,woven_0038
further,d47d38cbf130_4,redsport_0039,crow_0039,sling_0039,weimaraner_0039
further,d47d38cbf130_6,inlay_0031,doberman_0031,hatchback_0031,nightingale_0031
further,d47d38cbf130_11,doberman_0003,hatchback_0003,inlay_0003,nightingale_0003
further,d47d38cbf130_13,basset_0032,bluesedan_0032,squat_0032,tomtit_0032
further,d47d38cbf130_17,hatchback_0018,doberman_0018,inlay_0018,nightingale_0018
further,d47d38cbf130_18,bluesport_0024,bloodhound_0024,robin_0024,woven_0024
further,d47d38cbf130_20,squat_0028,basset_0028,bluesedan_0028,tomtit_0028
further,d47d38cbf130_22,sling_0030,crow_0030,redsport_0030,weimaraner_0030
further,d47d38cbf130_23,crow_0020,redsport_0020,sling_0020,weimaraner_0020
further,d47d38cbf130_25,weimaraner_0026,crow_0026,redsport_0026,sling_0026
further,d47d38cbf130_26,robin_0017,bloodhound_0017,bluesport_0017,woven_0017
further,d47d38cbf130_28,nightingale_0033,doberman_0033,hatchback_0033,inlay_0033
further,d47d38cbf130_29,woven_0009,bloodhound_0009,bluesport_0009,robin_0009
further,d47d38cbf130_30,bluesedan_0014,basset_0014,squat_0014,tomtit_0014
further,1849a3a7e567_1,pug_0023,brown_0023,cuckoo_0023,sling_0023
further,1849a3a7e567_6,bluesport_0025,doberman_0025,leather_0025,nightingale_0025
further,1849a3a7e567_7,weimaraner_0000,hatchback_0000,robin_0000,waiting_0000
further,1849a3a7e567_8,brown_0006,cuckoo_0006,pug_0006,sling_0006
further,1849a3a7e567_10,robin_0017,hatchback_0017,waiting_0017,weimaraner_0017
further,1849a3a7e567_11,waiting_0027,hatchback_0027,robin_0027,weimaraner_0027
further,1849a3a7e567_13,hatchback_0032,robin_0032,waiting_0032,weimaraner_0032
further,1849a3a7e567_14,bullmastiff_0029,redantique_0029,sparrow_0029,squat_0029
further,1849a3a7e567_16,redantique_0012,bullmastiff_0012,sparrow_0012,squat_0012
further,1849a3a7e567_18,leather_0009,bluesport_0009,doberman_0009,nightingale_0009
further,1849a3a7e567_23,doberman_0028,bluesport_0028,leather_0028,nightingale_0028
further,1849a3a7e567_25,sling_0015,brown_0015,cuckoo_0015,pug_0015
further,1849a3a7e567_26,cuckoo_0033,brown_0033,pug_0033,sling_0033
further,1849a3a7e567_28,squat_0013,bullmastiff_0013,redantique_0013,sparrow_0013
further,1849a3a7e567_29,nightingale_0011,bluesport_0011,doberman_0011,leather_0011
further,1849a3a7e567_32,sparrow_0001,bullmastiff_0001,redantique_0001,squat_0001
further,3b8a411cd76d_1,robin_0023,beetle_0023,inlay_0023,weimaraner_0023
further,3b8a411cd76d_6,bluejay_0000,bluesedan_0000,doberman_0000,sling_0000
further,3b8a411cd76d_7,sling_0002,bluejay_0002,bluesedan_0002,doberman_0002
further,3b8a411cd76d_9,bluesedan_0007,bluejay_0007,doberman_0007,sling_0007
further,3b8a411cd76d_15,crow_0037,knob_0037,pug_0037,white_0037
further,3b8a411cd76d_16,inlay_0036,beetle_0036,robin_0036,weimaraner_0036
further,3b8a411cd76d_17,nightingale_0035,goldenretriever_0035,redantique_0035,squat_0035
further,3b8a411cd76d_18,white_0026,crow_0026,knob_0026,pug_0026
further,3b8a411cd76d_19,pug_0009,crow_0009,knob_0009,white_0009
further,3b8a411cd76d_20,doberman_0025,bluejay_0025,bluesedan_0025,sling_0025
further,3b8a411cd76d_22,weimaraner_0031,beetle_0031,inlay_0031,robin_0031
further,3b8a411cd76d_25,redantique_0027,goldenretriever_0027,nightingale_0027,squat_0027
further,3b8a411cd76d_28,squat_0017,goldenretriever_0017,nightingale_0017,redantique_0017
further,3b8a411cd76d_30,beetle_0010,inlay_0010,robin_0010,weimaraner_0010
further,3b8a411cd76d_31,goldenretriever_0004,nightingale_0004,redantique_0004,squat_0004
further,3b8a411cd76d_32,knob_0021,crow_0021,pug_0021,white_0021
further,5089b41d6e95_1,pigeon_0022,bullmastiff_0022,redsport_0022,squat_0022
further,5089b41d6e95_4,bluesport_0017,leather_0017,pug_0017,tomtit_0017
further,5089b41d6e95_9,woven_0005,basset_0005,robin_0005,white_0005
further,5089b41d6e95_10,goldenretriever_0002,cuckoo_0002,hatchback_0002,knob_0002
further,5089b41d6e95_14,robin_0026,basset_0026,white_0026,woven_0026
further,5089b41d6e95_15,hatchback_0020,cuckoo_0020,goldenretriever_0020,knob_0020
further,5089b41d6e95_16,pug_0021,bluesport_0021,leather_0021,tomtit_0021
further,5089b41d6e95_17,leather_0011,bluesport_0011,pug_0011,tomtit_0011
further,5089b41d6e95_19,bullmastiff_0014,pigeon_0014,redsport_0014,squat_0014
further,5089b41d6e95_20,redsport_0006,bullmastiff_0006,pigeon_0006,squat_0006
further,5089b41d6e95_23,tomtit_0003,bluesport_0003,leather_0003,pug_0003
further,5089b41d6e95_24,white_0038,basset_0038,robin_0038,woven_0038
further,5089b41d6e95_25,basset_0028,robin_0028,white_0028,woven_0028
further,5089b41d6e95_27,squat_0024,bullmastiff_0024,pigeon_0024,redsport_0024
further,5089b41d6e95_30,knob_0034,cuckoo_0034,goldenretriever_0034,hatchback_0034
further,5089b41d6e95_32,cuckoo_0010,goldenretriever_0010,hatchback_0010,knob_0010
further,630161232275_1,basset_0032,bluesedan_0032,robin_0032,squat_0032
further,630161232275_4,doberman_0021,brown_0021,crow_0021,waiting_0021
further,630161232275_5,leather_0000,chihuahua_0000,pigeon_0000,white_0000
further,630161232275_8,redantique_0016,bluejay_0016,bullmastiff_0016,inlay_0016
further,630161232275_13,bluesedan_0017,basset_0017,robin_0017,squat_0017
further,630161232275_14,crow_0036,brown_0036,doberman_0036,waiting_0036
further,630161232275_15,robin_0019,basset_0019,bluesedan_0019,squat_0019
further,630161232275_16,squat_0028,basset_0028,bluesedan_0028,robin_0028
further,630161232275_18,white_0006,chihuahua_0006,leather_0006,pigeon_0006
further,630161232275_20,bullmastiff_0014,bluejay_0014,inlay_0014,redantique_0014
further,630161232275_22,brown_0025,crow_0025,doberman_0025,waiting_0025
further,630161232275_23,waiting_0013,brown_0013,crow_0013,doberman_0013
further,630161232275_24,inlay_0029,bluejay_0029,bullmastiff_0029,redantique_0029
further,630161232275_26,chihuahua_0027,leather_0027,pigeon_0027,white_0027
further,630161232275_29,pigeon_0008,chihuahua_0008,leather_0008,white_0008
further,630161232275_32,bluejay_0004,bullmastiff_0004,inlay_0004,redantique_0004
further,0b952d5c3afc_1,goldenretriever_0024,bluesedan_0024,leather_0024,tomtit_0024
further,0b952d5c3afc_4,straight_0032,brown_0032,pug_0032,sparrow_0032
further,0b952d5c3afc_5,bluesedan_0014,goldenretriever_0014,leather_0014,tomtit_0014
further,0b952d5c3afc_10,nightingale_0009,redsport_0009,waiting_0009,weimaraner_0009
further,0b952d5c3afc_11,leather_0026,bluesedan_0026,goldenretriever_0026,tomtit_0026
further,0b952d5c3afc_14,redsport_0030,nightingale_0030,waiting_0030,weimaraner_0030
further,0b952d5c3afc_16,crow_0025,bluesport_0025,chihuahua_0025,knob_0025
further,0b952d5c3afc_17,knob_0004,bluesport_0004,chihuahua_0004,crow_0004
further,0b952d5c3afc_18,brown_0027,pug_0027,sparrow_0027,straight_0027
further,0b952d5c3afc_19,weimaraner_0007,nightingale_0007,redsport_0007,waiting_0007
further,0b952d5c3afc_20,tomtit_0012,bluesedan_0012,goldenretriever_0012,leather_0012
further,0b952d5c3afc_22,chihuahua_0013,bluesport_0013,crow_0013,knob_0013
further,0b952d5c3afc_23,waiting_0015,nightingale_0015,redsport_0015,weimaraner_0015
further,0b952d5c3afc_25,sparrow_0021,brown_0021,pug_0021,straight_0021
further,0b952d5c3afc_30,pug_0039,brown_0039,sparrow_0039,straight_0039
further,0b952d5c3afc_32,bluesport_0002,chihuahua_0002,crow_0002,knob_0002
further,f24646df3a02_1,bluesedan_0013,basset_0013,crow_0013,leather_0013
further,f24646df3a02_2,pug_0018,hatchback_0018,robin_0018,straight_0018
further,f24646df3a02_3,crow_0009,basset_0009,bluesedan_0009,leather_0009
further,f24646df3a02_5,inlay_0005,beetle_0005,bluejay_0005,chihuahua_0005
further,f24646df3a02_6,waiting_0000,goldenretriever_0000,redsport_0000,sparrow_0000
further,f24646df3a02_7,redsport_0011,goldenretriever_0011,sparrow_0011,waiting_0011
further,f24646df3a02_8,robin_0039,hatchback_0039,pug_0039,straight_0039
further,f24646df3a02_10,straight_0001,hatchback_0001,pug_0001,robin_0001
